Kode_Promo|TanggalPromo|AREAID|Distributor_ID|Distributor_Name|GroupPromo_ID|PromoType_ID|ClassPromo_ID|COA|TITLE|Tgl_Awal|Tgl_AKhir|Total_sales_TaRGET|Background|promo_mechanisme|claim_mechanisme|claimtradeoff|costofpromo|Type_of_Cost|cost_rasio|status|Complete|tanggal_reco|Jenis_Biaya|Created_by|last_update|Approval1|Approval2|Tgl_approval2|Close|Partial_amount|Kode_budget|alokasi|Value|GroupOutlet_ID|sales_Target|KdPrincipal|level2Name
BP16021817|2016-03-04 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|125000000|NO DATA|.216200|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|1250000.00||578026411|MKI|MODERN
BP16021828|2016-03-04 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  CANDY|TRANSFER|Uang|36126700|NO DATA|.062500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|361267.00||578026411|MKI|MODERN
BP16030120|2016-03-04 00:00:00|NO DATA|KA00011|GIANT|KA|TT PF|SPONSORSHIP PF|601.4305|SPONSORSHIP FAMOUS BRAND CANDY Giant 17 MAR - 11 MEI 2016|2016-03-17 00:00:00|2016-05-11 00:00:00|492716247|UNTUK MENINGKATKAN PENJUALAN|SPONSORSHIP  CANDY|TRANSFER|Uang|1500000000|NO DATA|3.044300|Approved|SAPTA|2016-03-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|15000000.00||492716247|MKI|MODERN
BP16021752|2016-03-04 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY HERO 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|75135100|NO DATA|.171400|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|751351.00||438247809|MKI|MODERN
BP16021778|2016-03-04 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY HERO 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|30054000|NO DATA|.068500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|300540.00||438247809|MKI|MODERN
BP16021818|2016-03-04 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY HERO 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|8333300|NO DATA|.019000|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|83333.00||438247809|MKI|MODERN
BP16021829|2016-03-04 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY HERO 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  CANDY|TRANSFER|Uang|27390500|NO DATA|.062500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|273905.00||438247809|MKI|MODERN
BP16021753|2016-03-04 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY INDOGROSIR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|777370235|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|53310300|NO DATA|.068500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|533103.00||777370235|MKI|MODERN
BP16021779|2016-03-04 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY INDOGROSIR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|777370235|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|53310300|NO DATA|.068500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|533103.00||777370235|MKI|MODERN
BP16030312|2016-03-04 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD Indogrosir BANDUNG  ALL MKI  20 FEB - 3 MAR 2016|2016-02-20 00:00:00|2016-03-03 00:00:00|15549841|UNTUK MENINGKATKAN PENJUALAN|Free Good Klaim Dibayar Sesudah Periode Berakhir, Target Mengikat|TRANSFER|Uang|38874600|NO DATA|2.499900|Approved|SAPTA|2016-03-03 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|388746.00||15549841|MKI|MODERN
BP16021755|2016-03-04 00:00:00|NO DATA|KA00019|LOTTEMART WHOLE|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY LOTTEMART WHOLE 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|805952531|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|82905600|NO DATA|.102800|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|829056.00||805952531|MKI|MODERN
BP16021781|2016-03-04 00:00:00|NO DATA|KA00019|LOTTEMART WHOLE|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY LOTTEMART WHOLE 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|805952531|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|55270400|NO DATA|.068500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|552704.00||805952531|MKI|MODERN
BP16021754|2016-03-04 00:00:00|NO DATA|KA00018|LOTTEMART HYPER|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY LOTTEMART HYPER 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|197209972|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|7211800|NO DATA|.036500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|72118.00||197209972|MKI|MODERN
BP16021780|2016-03-04 00:00:00|NO DATA|KA00018|LOTTEMART HYPER|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY LOTTEMART HYPER 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|197209972|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|7211800|NO DATA|.036500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|72118.00||197209972|MKI|MODERN
BP16021756|2016-03-04 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|91609200|NO DATA|.266000|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|916092.00||344300289|MKI|MODERN
BP16021782|2016-03-04 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|45804600|NO DATA|.133000|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|458046.00||344300289|MKI|MODERN
BP16021819|2016-03-04 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|625000000|NO DATA|1.815200|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|6250000.00||344300289|MKI|MODERN
BP16030127|2016-03-04 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT PF|MAILER PF|601.4303|MAILER ALL KINO CANDY MATAHARI 01 FEB - 28 FEB 2016|2016-02-01 00:00:00|2016-02-28 00:00:00|25000000|UNTUK MENINGKATKAN PENJUALAN|PEMASANGAN FOTO PRODUK DI BROSUR PRODUKNYA ADALAH  ALL KINO CANDY|TRANSFER|Uang|2500000000|NO DATA|100.000000|Approved|SAPTA|2016-03-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|25000000.00||25000000|MKI|MODERN
BP16030128|2016-03-04 00:00:00|NO DATA|KA00021|MATAHARI|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON ALL KINO CANDY PEMBELIAN KE 2 DISC 20%  MATAHARI 01 FEB - 28 FEB 2016|2016-02-01 00:00:00|2016-02-28 00:00:00|35060000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN  ALL KINO CANDY MENDAPATKAN PEMBELIAN KE 2 DISC 20% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|319090900|NO DATA|9.101200|Approved|SAPTA|2016-03-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|3190909.00||35060000|MKI|MODERN
BP16030306|2016-03-04 00:00:00|NO DATA|KA00021|MATAHARI|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD MATAHARI SURABAYA ALL MKI  20 FEB - 3 MAR 2016|2016-02-20 00:00:00|2016-03-03 00:00:00|72496164|UNTUK MENINGKATKAN PENJUALAN|Free Good Klaim Dibayar Sesudah Periode Berakhir, Target Mengikat|TRANSFER|Uang|181240400|NO DATA|2.499900|Approved|SAPTA|2016-03-03 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|1812404.00||72496164|MKI|MODERN
BP16021757|2016-03-04 00:00:00|NO DATA|KA00023|NAGA|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY NAGA 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|191800159|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|11791400|NO DATA|.061400|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|117914.00||191800159|MKI|MODERN
BP16021783|2016-03-04 00:00:00|NO DATA|KA00023|NAGA|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY NAGA 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|191800159|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|11791400|NO DATA|.061400|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|117914.00||191800159|MKI|MODERN
BP16030126|2016-03-04 00:00:00|NO DATA|KA00023|NAGA|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON ALL CANDY PEMB. KE 2 DIC 50%  NAGA 01 FEB - 15 FEB 2106|2016-02-01 00:00:00|2016-02-15 00:00:00|15780000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN  ALL PIA & CANDY MENDAPATKAN PEMB KE 2 DIC 50% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|359091000|NO DATA|22.756000|Approved|SAPTA|2016-03-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|3590910.00||15780000|MKI|MODERN
BP16021758|2016-03-04 00:00:00|NO DATA|KA00024|RAMAYANA|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY RAMAYANA 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|345058994|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|23663400|NO DATA|.068500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|236634.00||345058994|MKI|MODERN
BP16021784|2016-03-04 00:00:00|NO DATA|KA00024|RAMAYANA|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY RAMAYANA 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|345058994|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|23663400|NO DATA|.068500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|236634.00||345058994|MKI|MODERN
BP16021747|2016-03-04 00:00:00|NO DATA|KA00026|SAT|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY SAT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|3039860264|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|292164000|NO DATA|.096100|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|2921640.00||3039860264|MKI|MODERN
BP16021773|2016-03-04 00:00:00|NO DATA|KA00026|SAT|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY SAT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|3039860264|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|146082000|NO DATA|.048000|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|1460820.00||3039860264|MKI|MODERN
BP16021814|2016-03-04 00:00:00|NO DATA|KA00026|SAT|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY SAT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|3039860264|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|83333300|NO DATA|.027400|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|833333.00||3039860264|MKI|MODERN
BP16030308|2016-03-04 00:00:00|NO DATA|KA00026|SAT|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD SAT BANDUNG  ALL MKI  20 FEB - 3 MAR 2016|2016-02-20 00:00:00|2016-03-03 00:00:00|81462420|UNTUK MENINGKATKAN PENJUALAN|Free Good Klaim Dibayar Sesudah Periode Berakhir, Target Mengikat|TRANSFER|Uang|203656000|NO DATA|2.499900|Approved|SAPTA|2016-03-03 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|2036560.00||81462420|MKI|MODERN
BP16030315|2016-03-04 00:00:00|NO DATA|KA00026|SAT|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD SAT MALANG ALL MKI  20 FEB - 3 MAR 2016|2016-02-20 00:00:00|2016-03-03 00:00:00|51180430|UNTUK MENINGKATKAN PENJUALAN|Free Good Klaim Dibayar Sesudah Periode Berakhir, Target Mengikat|TRANSFER|Uang|127951100|NO DATA|2.500000|Approved|SAPTA|2016-03-03 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|1279511.00||51180430|MKI|MODERN
BP16030318|2016-03-04 00:00:00|NO DATA|KA00026|SAT|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD SAT REMBANG ALL MKI  20 FEB - 3 MAR 2016|2016-02-20 00:00:00|2016-03-03 00:00:00|16155897|UNTUK MENINGKATKAN PENJUALAN|Free Good Klaim Dibayar Sesudah Periode Berakhir, Target Mengikat|TRANSFER|Uang|40389700|NO DATA|2.499900|Approved|SAPTA|2016-03-03 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|403897.00||16155897|MKI|MODERN
BP16030330|2016-03-04 00:00:00|NO DATA|KA00026|SAT|KA|TT PF|DISPLAY PF|601.4302|SEWA CANDY SAT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|3275928705|UNTUK MENINGKATKAN PENJUALAN|PEMAJANGAN PRODUK DI ACCOUNT, PRODUKNYA ADALAH   CANDY|TRANSFER|Uang|850500000|NO DATA|.259600|Approved|SAPTA|2016-03-03 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:32:00|0|0|BD1602000|100|8505000.00||3275928705|MKI|MODERN
BP16030320|2016-03-04 00:00:00|NO DATA|Nasional KA|Nasional|Nasional KA|BIAYA ON TOP BUDGET|OTB LAIN-LAIN|601.4506|LAST BITE PIA ALL KA 01 FEB - 31 MAR 2016|2016-02-01 00:00:00|2016-03-31 00:00:00|168829646|UNTUK MENINGKATKAN PENJUALAN|BIAYA YANG DIKELUARKAN ATAS SELISIH HARGA LAMA DAN HARGA BARU PRODUK SNACKIT PIA|TRANSFER|Uang|16882964600|NO DATA|100.000000|Approved|SAPTA|2016-03-03 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|168829646.00||168829646|MKI|MODERN
BP16021760|2016-03-04 00:00:00|NO DATA|KA00038|AEON|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE SNACKIT AEON 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|6148681|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  SNACKIT|TRANSFER|Uang|1198600|NO DATA|.194900|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|11986.00||6148681|MKI|MODERN
BP16021795|2016-03-04 00:00:00|NO DATA|KA00038|AEON|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE SNACKIT AEON 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|6148681|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  SNACKIT|TRANSFER|Uang|1198600|NO DATA|.194900|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|11986.00||6148681|MKI|MODERN
BP16021761|2016-03-04 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE SNACKIT ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1216056054|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  SNACKIT|TRANSFER|Uang|166788800|NO DATA|.137100|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|1667888.00||1216056054|MKI|MODERN
BP16021796|2016-03-04 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE SNACKIT ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1216056054|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  SNACKIT|TRANSFER|Uang|83394400|NO DATA|.068500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|833944.00||1216056054|MKI|MODERN
BP16021821|2016-03-04 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE SNACKIT ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1216056054|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  SNACKIT|TRANSFER|Uang|125000000|NO DATA|.102700|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|1250000.00||1216056054|MKI|MODERN
BP16021746|2016-03-04 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL SNACKIT CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1476789825|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  SNACKIT|TRANSFER|Uang|107570900|NO DATA|.072800|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|1075709.00||1476789825|MKI|MODERN
BP16021762|2016-03-04 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE SNACKIT CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1476789825|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  SNACKIT|TRANSFER|Uang|649173600|NO DATA|.439500|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|6491736.00||1476789825|MKI|MODERN
BP16021797|2016-03-04 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE SNACKIT CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1476789825|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  SNACKIT|TRANSFER|Uang|118031600|NO DATA|.079900|Approved|SAPTA|2016-02-24 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-03-04 10:34:00|0|0|BD1602000|100|1180316.00||1476789825|MKI|MODERN
